"class","Aspect_30m.tif","Curvature_30m.tif","Dis2Roads_30m.tif","Dis2stream_30m.tif","Elevation_30m.tif","Geomorphology_30m.tif","Lithology_30m.tif","LULC_30m.tif","Rainfall_30m.tif","Slope_30m.tif","Soil_30m.tif","SPI_30m.tif","Stream_Density_30m.tif","TWI_30m.tif"
0,213.690063476562,0.111111111938953,1447.79138183594,0,39,1,1,5,1210.21801757812,7.00020790100098,3808,-10.9135360717773,2820.650390625,7.00020790100098
0,225,-0.222222223877907,3778.0947265625,150,41,1,1,5,1203.97595214844,6.76069402694702,3695,-11.7675514221191,1820.88525390625,6.76069402694702
0,45,-0.222222223877907,180,1008.46417236328,38,1,1,5,1223.99523925781,9.19032192230225,3808,-12.3393421173096,1767.78076171875,9.19032192230225
1,21.8014087677002,0.222222223877907,960.468627929688,424.264068603516,37,1,1,5,1194.63598632812,13.4004764556885,3808,0.566391944885254,528.642395019531,13.4004764556885
0,96.3401947021484,0.111111111938953,882.326477050781,547.448608398438,39,1,1,5,1200.57141113281,9.92124652862549,3743,-3.7884566783905,1733.59765625,9.92124652862549
1,149.036239624023,-0.555555582046509,1381.3037109375,660,40,3,4,6,1258.46264648438,8.19481086730957,3682,-2.59557342529297,1017.37194824219,8.19481086730957
0,28.3007545471191,-0.111111111938953,1654.35791015625,2431.2958984375,42,1,1,5,1234.76782226562,7.24266052246094,3695,-10.22633934021,0,7.24266052246094
1,81.8698959350586,-0.222222223877907,1753.90991210938,570,42,2,1,5,1222.30676269531,7.38702964782715,3695,-3.33064651489258,755.213500976562,7.38702964782715
1,315,0.444444447755814,1451.20642089844,42.4264068603516,35,1,1,5,1291.62255859375,10.3043746948242,3682,-2.6624608039856,379.434967041016,10.3043746948242
0,255.963760375977,-0.111111111938953,466.690490722656,960.468627929688,42,3,4,7,1222.11437988281,10.4193897247314,3808,-10.7864093780518,50.4102210998535,10.4193897247314
0,23.1985893249512,0.111111111938953,2429.81469726562,1555.66711425781,43,1,1,5,1237.09594726562,8.1209831237793,3695,-10.861891746521,138.360504150391,8.1209831237793
0,186.340194702148,0.222222223877907,120,684.105224609375,37,1,1,7,1234.45666503906,9.44683361053467,3682,0.27100396156311,1520.77331542969,9.44683361053467
1,56.3099327087402,0.111111111938953,60,474.341644287109,39,2,1,7,1251.78942871094,17.8391151428223,3682,-10.9135360717773,249.553131103516,17.8391151428223
0,45,-0.222222223877907,330,870,37,1,1,5,1234.66491699219,13.0176258087158,3808,-10.7592153549194,1781.85546875,13.0176258087158
1,23.1985893249512,-0.888888895511627,647.611022949219,664.078308105469,38,1,1,5,1270.8876953125,10.9283514022827,3682,-1.65145134925842,596.722290039062,10.9283514022827
0,116.565048217773,0.444444447755814,361.247833251953,180,45,1,1,7,1176.52624511719,6.43107604980469,3808,-10.7089977264404,878.262023925781,6.43107604980469
0,315,0,3326.61987304688,150,38,3,1,5,1224.23474121094,6.75178670883179,3743,-1.79021859169006,1683.7333984375,6.75178670883179
0,116.565048217773,0.333333343267441,1888.09423828125,560.446228027344,38,3,4,7,1222.11901855469,9.73715877532959,3808,-4.4492883682251,1223.65710449219,9.73715877532959
0,37.8749847412109,-0.333333343267441,426.380126953125,420,38,1,1,5,1199.96411132812,9.94958400726318,3743,-1.77653443813324,1345.02880859375,9.94958400726318
1,45,0.222222223877907,523.927490234375,573.149169921875,37,1,1,5,1278.85729980469,5.98279142379761,3682,-3.11179113388062,575.99609375,5.98279142379761
1,90,0.111111111938953,402.492248535156,150,37,3,1,5,1205.39929199219,7.31654834747314,3808,1.71294724941254,559.190185546875,7.31654834747314
1,-1,0.333333343267441,5391.74365234375,695.844787597656,39,3,4,5,1196.14880371094,12.2812414169312,3743,-13.8155107498169,835.34912109375,12.2812414169312
1,153.434951782227,-0.555555582046509,6596.79443359375,563.648803710938,41,1,1,5,1210.64343261719,12.3738412857056,3695,-11.3580436706543,1161.01196289062,12.3738412857056
1,45,0,1387.15539550781,240,38,2,1,5,1235.85522460938,11.3336763381958,3682,-11.4060907363892,2293.72045898438,11.3336763381958
0,78.690071105957,-0.111111111938953,90,84.8528137207031,37,1,1,5,1232.07824707031,16.6262454986572,3808,-2.94317984580994,2330.4326171875,16.6262454986572
1,171.869903564453,0,256.320098876953,819.390014648438,39,2,4,5,1181.99462890625,13.5507526397705,3808,1.01913809776306,1436.55395507812,13.5507526397705
0,225,0,660.681457519531,360,37,1,4,5,1229.37768554688,6.67775201797485,3808,-11.4060907363892,1288.61779785156,6.67775201797485
1,225,-0.222222223877907,458.911743164062,420,39,1,1,5,1278.47937011719,9.42616653442383,3682,-3.01055264472961,454.277282714844,9.42616653442383
1,144.462326049805,0.333333343267441,67.0820388793945,182.482879638672,39,3,4,5,1174.33947753906,16.4394073486328,3808,2.80277109146118,360.187683105469,16.4394073486328
1,161.565048217773,0.444444447755814,2598.24951171875,150,39,1,1,5,1269.23266601562,7.0423583984375,3682,-11.0369853973389,1489.34924316406,7.0423583984375
1,132.510452270508,0.222222223877907,442.944702148438,1833.93017578125,48,3,4,5,1184.37475585938,4.48391151428223,3743,-9.45555019378662,0,4.48391151428223
0,270,-0.333333343267441,674.166137695312,543.323120117188,43,1,1,5,1225.36071777344,7.03692245483398,3695,-11.4595346450806,545.659057617188,7.03692245483398
0,120.963760375977,0.222222223877907,1027.03454589844,180,37,1,1,5,1226.56408691406,11.636287689209,3808,-11.1129665374756,1571.64135742188,11.636287689209
1,355.601287841797,0.222222223877907,2372.27734375,1898.55212402344,41,3,4,5,1185.1796875,6.85962724685669,3743,-10.3467693328857,0,6.85962724685669
1,288.434936523438,0.666666686534882,3252.19921875,1994.49243164062,39,1,1,5,1300.99304199219,10.4780979156494,3682,-4.06830024719238,0,10.4780979156494
0,29.0546035766602,-0.333333343267441,560.446228027344,573.149169921875,40,2,1,5,1242.76354980469,8.33256530761719,3682,-10.5743274688721,78.2728729248047,8.33256530761719
1,108.434951782227,-0.111111111938953,3074.67065429688,1002.646484375,38,1,4,5,1235.32641601562,6.76413059234619,3808,-4.76094770431519,644.362365722656,6.76413059234619
0,153.434951782227,-0.222222223877907,3457.68701171875,657.951354980469,40,1,1,5,1220.54528808594,8.46205997467041,3695,-10.3191232681274,1113.25402832031,8.46205997467041
0,108.434951782227,0.222222223877907,1130.88464355469,84.8528137207031,38,1,1,5,1216.52978515625,9.37028026580811,3743,-3.15230941772461,1682.25866699219,9.37028026580811
1,345.963745117188,-1,1795.24377441406,0,41,2,1,5,1242.61730957031,8.55148220062256,3695,3.66990232467651,714.570739746094,8.55148220062256
0,176.987213134766,-0.111111111938953,512.640197753906,494.772674560547,40,1,1,1,1170.92065429688,7.16221284866333,3808,-0.769342184066772,671.143127441406,7.16221284866333
0,225,0.111111111938953,2047.26647949219,684.762756347656,42,3,4,5,1181.89685058594,11.2226428985596,3743,-11.141206741333,707.086364746094,11.2226428985596
1,225,0.333333343267441,2524.46044921875,295.465728759766,37,1,1,5,1194.99255371094,10.9207696914673,3808,-3.76085114479065,1695.3994140625,10.9207696914673
0,59.0362434387207,0,1083.74353027344,127.279220581055,40,1,1,5,1209.94067382812,10.1565608978271,3808,-10.4544801712036,2419.0361328125,10.1565608978271
0,315,0.555555582046509,834.086303710938,234.307495117188,38,1,1,7,1220.85595703125,10.4111728668213,3808,-12.3393421173096,1638.30358886719,10.4111728668213
0,29.0546035766602,0.333333343267441,724.982788085938,2940.91821289062,41,1,1,5,1177.36486816406,6.37845849990845,3808,-0.958455443382263,0,6.37845849990845
1,258.690063476562,0.111111111938953,483.735473632812,324.499603271484,37,1,1,5,1255.97106933594,12.95924949646,3682,-2.94317984580994,1074.92419433594,12.95924949646
0,101.309928894043,-0.222222223877907,465.725250244141,189.736663818359,39,1,1,5,1227.56701660156,7.78768110275269,3808,-10.5834665298462,1239.9521484375,7.78768110275269
0,305.537689208984,0.666666686534882,1140.39465332031,84.8528137207031,38,1,1,5,1204.84521484375,14.5649433135986,3808,-2.73946690559387,1946.77404785156,14.5649433135986
0,101.309928894043,-0.333333343267441,1170,420,42,1,1,5,1226.5166015625,5.42573547363281,3695,-10.5834665298462,938.991455078125,5.42573547363281
1,135,0.555555582046509,3669.94555664062,3246.93701171875,38,2,1,4,1263.92236328125,6.09645843505859,3682,-10.3700656890869,0,6.09645843505859
1,135,-0.666666686534882,3990.11279296875,313.209197998047,40,3,4,5,1189.70727539062,6.95956134796143,3743,-11.141206741333,1581.06420898438,6.95956134796143
0,315,-0.111111111938953,417.851654052734,906.972961425781,43,1,1,5,1231.96411132812,6.4435772895813,3695,-11.141206741333,871.601867675781,6.4435772895813
0,251.565048217773,0.222222223877907,108.166542053223,690,43,1,1,7,1219.82727050781,9.77556419372559,3808,-11.6697025299072,1456.75451660156,9.77556419372559
1,98.1301040649414,-0.111111111938953,865.852172851562,210,39,2,1,5,1242.52893066406,11.5930690765381,3682,-4.02329397201538,678.133117675781,11.5930690765381
1,315,0,1636.85668945312,276.586334228516,36,3,4,5,1229.42248535156,10.8610515594482,3682,-10.7592153549194,1212.84899902344,10.8610515594482
1,45,0.444444447755814,816.088256835938,840.535522460938,40,2,1,5,1246.92797851562,9.25985336303711,3682,-4.49733591079712,342.863128662109,9.25985336303711
0,305.537689208984,-0.111111111938953,1100.63623046875,212.132034301758,40,1,1,5,1191.44250488281,10.0262117385864,3808,-10.7461671829224,977.265747070312,10.0262117385864
0,248.962493896484,0.111111111938953,127.279220581055,865.332336425781,38,1,1,5,1225.95532226562,10.6733541488647,3808,-3.37411141395569,1159.59948730469,10.6733541488647
0,124.695152282715,0.222222223877907,400.249908447266,1100.63623046875,38,1,1,5,1229.37829589844,10.2586536407471,3808,-10.1598663330078,412.835144042969,10.2586536407471
1,265.601287841797,0.666666686534882,2940.15307617188,390,41,1,1,6,1213.57019042969,6.83842658996582,3695,-10.3467693328857,3108.41821289062,6.83842658996582
0,14.0362424850464,0.111111111938953,150,849.588134765625,46,1,1,5,1172.22790527344,5.9812216758728,3808,-10.1188869476318,539.046813964844,5.9812216758728
0,59.0362434387207,-0.333333343267441,1815.92956542969,127.279220581055,38,1,1,5,1185.24621582031,10.3089351654053,3808,0.933297157287598,1696.38330078125,10.3089351654053
0,26.5650501251221,-0.444444447755814,212.132034301758,763.675354003906,45,3,4,7,1171.5322265625,5.94712543487549,3808,-10.3191232681274,1218.3486328125,5.94712543487549
1,339.443939208984,0.333333343267441,1400.07141113281,752.396179199219,41,2,1,5,1215.77087402344,9.54914379119873,3695,-0.778647303581238,1185.1142578125,9.54914379119873
1,135,0.444444447755814,1868.68933105469,2563.201171875,36,2,1,3,1250.47668457031,10.1103420257568,3682,-3.11179113388062,0,10.1103420257568
1,120.963760375977,0.111111111938953,436.806579589844,792.590698242188,40,1,1,5,1280.63513183594,6.58195400238037,3682,-10.4544801712036,319.786773681641,6.58195400238037
0,351.869903564453,0.111111111938953,5777.86279296875,560.446228027344,39,1,1,7,1205.64733886719,14.1251163482666,3743,-0.0539827048778534,1668.63830566406,14.1251163482666
0,153.434951782227,0,30,960,41,1,1,7,1190.80798339844,10.9430112838745,3808,-2.8406503200531,350.424407958984,10.9430112838745
1,232.125015258789,0.222222223877907,134.164077758789,210,41,6,1,5,1208.38891601562,5.24416255950928,3695,-9.80316352844238,2291.51513671875,5.24416255950928
0,108.434951782227,0.111111111938953,1006.23059082031,670.820373535156,35,1,1,5,1187.30883789062,15.0739812850952,3743,-2.97002124786377,506.917266845703,15.0739812850952
1,176.633544921875,-0.666666686534882,1836.62731933594,1988.61755371094,39,1,1,5,1222.58544921875,8.27616596221924,3695,-2.08103084564209,0,8.27616596221924
0,239.036239624023,-0.333333343267441,120,234.307495117188,47,1,2,5,1229.38256835938,6.07936859130859,3808,-11.1129665374756,2503.84008789062,6.07936859130859
1,156.801406860352,-0.222222223877907,276.586334228516,313.209197998047,39,6,1,1,1248.2578125,12.0152053833008,3695,0.94371086359024,1268.51892089844,12.0152053833008
0,210.963760375977,-0.555555582046509,782.304260253906,1291.39465332031,38,1,3,5,1237.30786132812,9.80556488037109,3695,-4.20421171188354,857.048706054688,9.80556488037109
1,83.6598052978516,0,30,318.904388427734,38,1,1,7,1225.51123046875,7.97907972335815,3808,-3.7884566783905,2210.69750976562,7.97907972335815
1,213.690063476562,0.222222223877907,1247.79809570312,0,36,1,1,5,1229.54663085938,9.75900459289551,3808,7.13175916671753,1179.02941894531,9.75900459289551
0,135,0.111111111938953,558.032287597656,0,35,1,1,5,1226.54772949219,9.41907119750977,3808,3.31688523292542,1189.81005859375,9.41907119750977
1,18.4349479675293,0.222222223877907,120,1395.564453125,36,3,1,5,1250.59826660156,6.99401473999023,3682,-3.25111150741577,72.8500900268555,6.99401473999023
1,101.309928894043,0.333333343267441,360,660,38,3,4,5,1177.33117675781,11.6502122879028,3808,-1.93173778057098,1470.01025390625,11.6502122879028
0,116.565048217773,0.111111111938953,642.028015136719,240,42,1,1,5,1192.40063476562,6.390700340271,3808,-11.3580436706543,746.786682128906,6.390700340271
0,156.801406860352,0.333333343267441,1166.91906738281,300,37,1,1,5,1219.1064453125,11.9681301116943,3743,0.140224754810333,2716.064453125,11.9681301116943
0,0,0.111111111938953,1352.99670410156,30,37,1,1,5,1224.89892578125,16.6241683959961,3808,-12.0620527267456,1101.63232421875,16.6241683959961
0,99.4623260498047,0.444444447755814,0,510,40,1,1,5,1238.9091796875,5.16670894622803,3695,-1.20326566696167,1157.77478027344,5.16670894622803
0,6.34019088745117,0.555555582046509,90,2573.88818359375,42,1,1,7,1191.58154296875,8.93388843536377,3808,-10.697211265564,0,8.93388843536377
0,258.690063476562,0.555555582046509,240,684.105224609375,39,6,1,5,1219.95483398438,8.01098823547363,3695,-3.67471146583557,1536.48413085938,8.01098823547363
1,71.5650482177734,-0.333333343267441,2190.20556640625,152.970581054688,35,3,1,1,1223.41711425781,9.43328380584717,3808,-2.68238067626953,510.745208740234,9.43328380584717
0,20.5560455322266,0.222222223877907,690,540,41,3,4,5,1213.90356445312,11.0317544937134,3808,-3.17563390731812,1379.50659179688,11.0317544937134
0,135,-0.222222223877907,94.8683319091797,657.951354980469,46,1,1,7,1170.96240234375,6.26206111907959,3808,-10.6119546890259,420.737213134766,6.26206111907959
0,45,0.111111111938953,60,1301.46069335938,41,3,4,7,1257.22326660156,6.94686269760132,3682,-2.02652454376221,129.267517089844,6.94686269760132
0,315,0.333333343267441,2190,810,40,1,1,7,1200.81555175781,10.1615324020386,3695,-3.35935735702515,968.597412109375,10.1615324020386
1,146.309936523438,-0.555555582046509,1100.22729492188,1110.4052734375,40,1,1,5,1284.73681640625,8.50996875762939,3682,-10.9135360717773,230.33740234375,8.50996875762939
1,83.6598052978516,-0.333333343267441,1839.80981445312,853.287780761719,40,3,4,7,1185.24084472656,6.09709310531616,65535,-10.697211265564,308.474487304688,6.09709310531616
0,11.3099317550659,0.333333343267441,1455.23193359375,445.982055664062,40,1,1,5,1188.28564453125,11.4708108901978,3808,-11.2374792098999,1733.60864257812,11.4708108901978
1,30.9637565612793,0.333333343267441,2197.384765625,547.448608398438,40,1,1,5,1199.26916503906,9.97776508331299,3808,-1.43256008625031,1067.33666992188,9.97776508331299
1,135,0.111111111938953,2447.529296875,276.586334228516,35,1,1,5,1232.43811035156,14.2376012802124,3808,-3.80468845367432,918.418029785156,14.2376012802124
1,198.434951782227,-0.222222223877907,60,416.773315429688,40,1,1,5,1232.93225097656,7.01406478881836,3695,-0.903285264968872,1009.40325927734,7.01406478881836
0,45,-0.222222223877907,3714.67358398438,618.4658203125,40,1,1,5,1210.41943359375,6.29962682723999,3743,-11.4060907363892,1743.42724609375,6.29962682723999
0,333.434936523438,0.111111111938953,2150.81372070312,873.613159179688,42,1,1,5,1199.88037109375,10.1814842224121,3808,-3.35134267807007,953.584594726562,10.1814842224121
0,258.690063476562,0.777777791023254,5487.45849609375,360,41,3,4,5,1193.26220703125,6.61187887191772,3743,-11.2374792098999,784.667663574219,6.61187887191772
1,149.036239624023,-0.333333343267441,2779.49633789062,150,37,3,4,5,1199.38562011719,7.16411828994751,3743,-11.1129665374756,936.040588378906,7.16411828994751
0,270,0.666666686534882,2354.76123046875,2232.12915039062,40,1,1,7,1235.52880859375,9.68664646148682,3695,-1.46539258956909,0,9.68664646148682
0,18.4349479675293,-0.111111111938953,680.147033691406,108.166542053223,38,1,1,5,1221.23510742188,10.2923307418823,3808,-2.33730387687683,3385.06518554688,10.2923307418823
1,315,-0.111111111938953,3133.384765625,2372.27734375,41,6,1,1,1243.30920410156,16.2614059448242,3695,3.49539947509766,0,16.2614059448242
0,141.340194702148,0.444444447755814,2222.8359375,1143.54711914062,39,3,1,5,1177.49401855469,7.15042686462402,3743,-3.45538187026978,286.151885986328,7.15042686462402
0,149.036239624023,-0.222222223877907,453.982391357422,228.473190307617,39,1,1,5,1233.69677734375,9.2414493560791,3808,-11.1129665374756,1410.15502929688,9.2414493560791
0,56.3099327087402,0.777777791023254,630.7138671875,416.773315429688,39,1,1,5,1219.94897460938,9.72261810302734,3808,-2.05972814559937,696.930969238281,9.72261810302734
0,51.3401908874512,0.222222223877907,150,914.385009765625,41,1,1,5,1223.18811035156,10.1519260406494,3695,-1.66445541381836,227.454772949219,10.1519260406494
1,161.565048217773,-0.111111111938953,7110.2529296875,127.279220581055,37,3,4,5,1199.73937988281,7.56848955154419,3743,-11.0369853973389,392.57421875,7.56848955154419
0,149.931411743164,-0.111111111938953,42.4264068603516,636.396118164062,41,1,1,7,1205.14855957031,5.81014394760132,3743,-9.8401927947998,2939.85571289062,5.81014394760132
1,248.962493896484,0,123.693168640137,742.765075683594,41,1,1,5,1218.61804199219,6.52458190917969,3695,-10.2828664779663,894.0341796875,6.52458190917969
0,225,0,180,108.166542053223,36,1,1,5,1234.33276367188,15.9418773651123,3808,-4.33264112472534,1805.49279785156,15.9418773651123
0,51.3401908874512,-0.222222223877907,1556.53466796875,2643.06640625,41,2,4,1,1186.65588378906,4.99183702468872,3808,-3.45538187026978,0,4.99183702468872
0,206.565048217773,0.222222223877907,2057.7900390625,268.328155517578,37,1,1,5,1223.87927246094,9.73963356018066,3743,-1.23137223720551,1879.32287597656,9.73963356018066
1,33.6900672912598,0.222222223877907,3220.63647460938,120,40,1,1,5,1197.95861816406,13.6465511322021,3808,-10.2491064071655,1882.79174804688,13.6465511322021
1,101.309928894043,0.333333343267441,6170.380859375,30,33,3,4,1,1203.80651855469,16.3688907623291,3743,-0.967594087123871,981.153015136719,16.3688907623291
1,100.00798034668,-0.444444447755814,488.364624023438,1340.63415527344,40,2,1,5,1238.791015625,7.73783731460571,3695,-3.16574048995972,31.5566082000732,7.73783731460571
1,171.869903564453,0.111111111938953,1470.91809082031,450.998901367188,37,2,4,6,1243.77124023438,10.3894662857056,3682,-4.02329397201538,968.303649902344,10.3894662857056
1,300.963745117188,-0.222222223877907,2503.517578125,870,36,1,1,5,1243.10095214844,6.76108932495117,3808,-11.1129665374756,2161.728515625,6.76108932495117
1,123.690071105957,0,4779.14208984375,494.772674560547,39,3,4,5,1196.763671875,9.3292064666748,3743,-10.9135360717773,1010.69598388672,9.3292064666748
0,270,0.222222223877907,617.73779296875,642.028015136719,38,2,1,7,1247.77575683594,9.82663631439209,3682,-3.9064576625824,1198.83386230469,9.82663631439209
0,191.309936523438,0.333333343267441,1337.94616699219,284.60498046875,42,1,1,5,1224.52575683594,6.3065071105957,3808,-11.2374792098999,990.370666503906,6.3065071105957
0,275.194427490234,-0.111111111938953,1590,42.4264068603516,38,1,1,5,1184.70849609375,13.9152612686157,3808,-2.50008344650269,1842.29833984375,13.9152612686157
1,90,-0.222222223877907,1213.42492675781,2115.5849609375,40,2,4,1,1274.05139160156,11.331672668457,3682,-2.56889533996582,0,11.331672668457
1,315,-0.111111111938953,1323.06457519531,283.019439697266,36,1,4,5,1244.01672363281,9.88034152984619,3808,-11.4060907363892,2472.02392578125,9.88034152984619
0,164.054611206055,-0.222222223877907,771.297607421875,361.247833251953,37,2,1,5,1234.24645996094,12.1716661453247,3682,-10.2398719787598,604.895874023438,12.1716661453247
1,225,0.111111111938953,2397.18579101562,642.028015136719,40,1,4,5,1263.40112304688,6.91365528106689,3682,-3.80468845367432,1792.32409667969,6.91365528106689
0,135,0,1509.86755371094,313.209197998047,45,1,1,7,1194.435546875,6.5457911491394,3808,-10.4836807250977,1515.44323730469,6.5457911491394
1,104.036247253418,-0.555555582046509,408.044128417969,421.070068359375,40,2,1,5,1232.84350585938,6.95859003067017,3682,-10.7864093780518,922.258056640625,6.95859003067017
1,116.565048217773,0.555555582046509,1964.71374511719,60,37,1,1,5,1241.47961425781,6.94909811019897,3808,-11.3580436706543,2139.560546875,6.94909811019897
0,315,0,30,445.982055664062,37,1,1,5,1232.72570800781,11.727029800415,3808,0.161767944693565,976.490966796875,11.727029800415
1,113.96248626709,-0.222222223877907,30,1056.83483886719,40,2,1,7,1245.09350585938,6.00255393981934,3682,-9.94598484039307,316.193115234375,6.00255393981934
0,246.801406860352,0.333333343267441,480,218.403289794922,41,1,1,5,1219.71008300781,6.36355113983154,3808,-10.861891746521,1363.61511230469,6.36355113983154
