Rainfall_30m.tif,Geomorphology_30m.tif_2,LULC_30m.tif_7,Elevation_30m.tif,Soil_30m.tif_3808.0,Soil_30m.tif_3695.0,Dis2Roads_30m.tif,Geomorphology_30m.tif_3,Soil_30m.tif_3743.0,Dis2stream_30m.tif,Stream_Density_30m.tif,Geomorphology_30m.tif_6,LULC_30m.tif_8,Lithology_30m.tif_4,TWI_30m.tif,Slope_30m.tif,LULC_30m.tif_6,LULC_30m.tif_2,SPI_30m.tif,Lithology_30m.tif_2
-1.5498978791175173,False,False,1.5075078907857595,True,False,-0.8569329388740223,False,False,-0.1705569545912394,-0.261876817642012,False,False,False,-0.816465481993484,-0.816465481993484,False,False,-1.207465025077824,True
0.4515051952464425,True,False,2.251187542173735,False,True,-0.1629166316150987,False,False,0.4887628124808651,-1.2044374138468723,False,False,False,-1.391104504740234,-1.391104504740234,False,False,-1.0993605538598603,False
-1.1179966926154787,False,False,-0.723531063378168,False,False,3.719713859247976,True,True,2.243387278391844,-1.466900657867756,False,False,True,0.480155592320793,0.480155592320793,False,False,-1.2603458780394436,False
0.7189673403556325,True,False,0.0201485880098078,False,False,-0.3435238557270168,False,False,-0.6574532906021878,-0.3398301264804381,False,False,True,1.1593875960232922,1.1593875960232922,False,False,-1.1311353241909063,False
2.288123777233019,False,False,-0.35169123768418,False,False,0.7230716611916843,False,False,0.5478544683499227,-1.0364732507208072,False,False,False,1.8552026101419912,1.8552026101419912,False,False,0.7747814606912766,False
0.2248631126667904,False,False,0.0201485880098078,True,False,-0.3124770534055878,False,False,0.0314097857932491,-0.0103632431537815,False,False,False,-0.1708486010880753,-0.1708486010880753,False,False,-1.0932135986658382,False
-0.873063199049215,False,False,1.5075078907857595,False,True,-0.8374959462672612,False,False,-0.6574532906021878,0.3643361885731194,False,True,False,-1.4481678462838936,-1.4481678462838936,False,False,0.6176338165341078,False
-1.3147463330474225,False,False,0.7638282393977837,True,False,-0.1592094003563547,False,False,-0.8887277637402973,-0.6000537896781782,True,True,True,-1.2085232158090415,-1.2085232158090415,False,False,-0.9053059194748936,False
2.083468119333915,False,False,0.3919884137037958,False,False,-0.5905231762230482,False,False,1.0623915251563882,-0.8680590906964732,False,False,False,0.2116184169422376,0.2116184169422376,False,False,0.6028297416798724,False
-1.004610059366312,False,False,-1.839050540460132,False,False,0.2205237340857872,True,True,-0.8887277637402973,-0.1287672379001993,False,False,True,-0.0346783373137866,-0.0346783373137866,False,False,0.5293341488924702,False
0.6410309745862909,True,True,-0.723531063378168,False,False,-0.657196337680896,False,False,0.9931437424873102,-0.912368045802846,False,False,False,-0.2043360005604699,-0.2043360005604699,False,False,-1.2343314088849446,False
0.7996673140001792,True,False,-0.723531063378168,False,False,-0.2018821315841265,False,False,2.119191498500188,-1.466900657867756,False,False,False,-0.763742026137175,-0.763742026137175,False,False,0.9563656284630906,False
-0.7319530310989846,False,False,1.5075078907857595,True,False,-0.8093269122752146,False,False,-0.1620483945893402,-0.2746065471532885,False,False,False,-0.8155473710622311,-0.8155473710622311,False,False,-1.2822448174711176,False
-0.1143784996531655,False,False,0.7638282393977837,True,False,-0.6965256214993303,False,False,0.1097591379394439,-0.6421915527802853,False,False,False,-0.077993425522977,-0.077993425522977,False,False,-1.20170863365449,False
-0.7929273162522389,False,True,1.5075078907857595,False,True,1.9779457154764395,False,False,0.3277923460627581,-0.6395160506099623,False,False,False,-0.8888984623687702,-0.8888984623687702,False,False,-1.153290043794856,False
0.3800799246145753,True,False,0.3919884137037958,False,False,-0.9217582031050896,False,False,-0.6438548149122961,-0.2750510744759966,False,False,False,-1.213839181617408,-1.213839181617408,False,False,-1.0993605538598603,False
-1.3097613441579568,False,False,-0.723531063378168,False,False,1.0813651940626767,False,True,-0.9001881484094669,0.4253895034023439,False,False,False,0.2777115745833966,0.2777115745833966,False,False,1.2929914595277467,False
-1.4794827246554472,False,False,0.0201485880098078,False,False,-0.3996587832993343,True,True,0.5683107272489222,-1.2794692617343284,False,False,True,1.4513067396458428,1.4513067396458428,False,False,0.761718795073073,False
-1.574254359919735,False,True,0.7638282393977837,False,False,-0.9392693585875812,True,True,-0.3107242357642974,-1.1088278178696636,False,False,True,-0.866667278095162,-0.866667278095162,False,False,0.4448295140964954,False
0.155886608506583,False,False,0.7638282393977837,False,True,-0.2356588566432418,False,False,-0.1734126646106815,-0.9577070788069892,False,False,False,-1.2355424321985449,-1.2355424321985449,False,False,-1.1644334578488675,False
-1.681059933275084,False,False,-0.35169123768418,False,False,0.639589077568293,True,True,1.1321542897381682,-0.5655031311008668,False,False,True,-0.0677933962211728,-0.0677933962211728,False,False,-1.2822448174711176,False
-1.8392589929618264,False,False,1.1356680650917717,True,False,-0.6621545075953559,False,False,0.1287564789573106,0.119742889376855,False,False,False,-0.2356807695959022,-0.2356807695959022,False,False,1.1844806348109385,False
0.1142706968741769,False,True,0.7638282393977837,True,False,-0.2611892998267312,False,False,-0.6864297889451983,0.057836473755538,False,False,False,-1.1536149266715765,-1.1536149266715765,False,False,-1.2603458780394436,True
-0.0203371215333012,False,False,-0.723531063378168,True,False,-0.6202234826390612,False,False,0.4599359739658548,-0.0697388134912336,False,False,False,0.0621738457365831,0.0621738457365831,True,False,0.3774285578315134,False
2.445911793976423,False,False,0.0201485880098078,False,False,-0.8160070425181739,False,False,0.762503749486203,-1.3686785937098846,False,False,False,0.6769469770323482,0.6769469770323482,False,False,0.7270119413130472,False
0.9228971139071362,False,True,0.3919884137037958,False,True,-0.9816667482227204,True,False,0.3568216611640749,-0.833371233744824,False,False,False,-0.1876561624866185,-0.1876561624866185,False,False,1.247643697892855,False
1.212529341182455,True,True,-1.095370889072156,False,False,0.943642007834862,False,False,-0.5166915678024556,0.928730751361256,False,False,False,1.381977818275064,1.381977818275064,False,False,1.3137165084111286,False
-0.5878955977879685,False,True,1.1356680650917717,True,False,-0.8618496579874587,False,False,-0.3793799966488397,-0.6077042341828757,False,False,False,-1.2263452380284132,-1.2263452380284132,False,False,-1.0484625631187026,False
