Aspect_sin,Aspect_cos
0.6083793667483616,-0.793646360865381
0.7451332645574127,0.6669156003948422
-0.3203699872867251,-0.9472924950858123
0.8509035245341184,0.5253219888177297
-0.9199518383371621,-0.3920313956050918
-0.9509952497844614,0.3092054897432934
0.7871027671142865,-0.6168218819084106
0.9781534376265347,-0.20788422850084814
0.9901296917053857,0.14015417797339455
-0.3203699872867251,-0.9472924950858123
-0.9509952497844614,0.3092054897432934
-0.5576795282976686,0.8300563497243364
-0.8011526357338304,-0.5984600690578581
0.8939966636005579,-0.4480736161291701
-0.2746501283476755,0.9615442303912002
0.8509035245341184,0.5253219888177297
0.41333655461409796,0.9105783286569843
-0.1760459464712114,0.9843819506325049
-0.9076545364135804,0.4197180512294514
-0.6369130922415105,-0.7709356088100725
-0.1760459464712114,0.9843819506325049
0.1284499157030483,-0.9917159972269681
-0.3203699872867251,-0.9472924950858123
0.0,1.0
0.41333655461409796,0.9105783286569843
0.9903966011019788,-0.138255461106055
0.08836868610400143,-0.9960878351411849
-0.9743519217122131,-0.22502962617334937
0.7633839402317513,-0.6459450129819457
-0.9743519217122131,-0.22502962617334937
-0.8991018219074542,-0.43773955023814837
0.48213343689188687,-0.8760977964992361
0.4375254505363795,-0.8992060276337888
0.8509035245341184,0.5253219888177297
-0.1760459464712114,0.9843819506325049
-0.588457420582794,0.8085282086365599
-0.9347094735453063,-0.35541271792756146
0.061723772324764684,0.9980932701556506
-0.9300948780045254,0.36731936773024515
0.8509035245341184,0.5253219888177297
0.18860337837919094,-0.9820533415573492
0.8670137095108094,-0.4982842838383585
-0.9821152233022118,-0.1882808757097934
-0.026417591087333585,-0.999650994538165
0.18737284972681395,0.9822888654490861
0.7451332645574127,0.6669156003948422
-0.9971102842193544,-0.07596763194939196
-0.9347094735453063,-0.35541271792756146
-0.8339504553299484,-0.5518393226791398
-0.23647374831915582,0.9716378782014874
0.8509035245341184,0.5253219888177297
-0.9347094735453063,-0.35541271792756146
-0.3203699872867251,-0.9472924950858123
0.7451332645574127,0.6669156003948422
-0.3203699872867251,-0.9472924950858123
0.17496763711119728,0.984574185099185
0.8509035245341184,0.5253219888177297
0.8939966636005579,-0.4480736161291701
0.48213343689188687,-0.8760977964992361
0.8509035245341184,0.5253219888177297
-0.14969003308340262,-0.9887329740609897
0.7942015020493116,-0.6076544858244834
-0.9300948780045254,0.36731936773024515
-0.9300948780045254,0.36731936773024515
-0.05091399279024662,0.9987030416185557
-0.9743519217122131,-0.22502962617334937
0.5341997466992597,0.8453582853597916
-0.1760459464712114,0.9843819506325049
0.9999225842268683,-0.012442891667993833
-0.5657297635733326,-0.8245907073253137
-0.5576795282976686,0.8300563497243364
-0.7034711229875612,-0.710723841673135
0.9987499988213475,-0.04998439610876902
0.48213343689188687,-0.8760977964992361
0.9987499988213475,-0.04998439610876902
0.8713880305000956,0.4905944356606223
-0.9300948780045254,0.36731936773024515
-0.9300948780045254,0.36731936773024515
0.6083793667483616,-0.793646360865381
0.7451332645574127,0.6669156003948422
-0.7034711229875612,-0.710723841673135
0.8817059362242052,0.47179936628507424
0.7025425206695448,0.7116417684841737
-0.7195831331185195,-0.6944063036373842
0.7025425206695448,0.7116417684841737
0.08836868610400143,-0.9960878351411849
0.08836868610400143,-0.9960878351411849
0.7451332645574127,0.6669156003948422
0.2354056539337423,0.9718972055191984
-0.6748281450194525,-0.7379749146750211
0.7451332645574127,0.6669156003948422
0.8509035245341184,0.5253219888177297
-0.7195831331185195,-0.6944063036373842
-0.7009112227066716,-0.7132485246278738
-0.8240673493058455,0.566491839136309
0.9906699221010582,-0.13628318107632828
0.9949114485046533,0.10075321153378941
0.6083793667483616,-0.793646360865381
0.9904259320655443,0.13804518496527787
0.15134877223905177,0.9884804242582307
0.08836868610400143,-0.9960878351411849
0.9999225842268683,-0.012442891667993833
0.011526107171484752,0.9999335722204108
0.48213343689188687,-0.8760977964992361
-0.34556527820407507,0.9383947135932407
0.9987499988213475,-0.04998439610876902
0.6475434618429778,0.7620285198235116
0.27173744485618284,0.9623714257307482
-0.2746501283476755,0.9615442303912002
-0.4591628318004746,-0.8883521226928931
0.9180748518097938,-0.3964070716756012
0.061723772324764684,0.9980932701556506
0.08836868610400143,-0.9960878351411849
-0.4028311317253309,0.9152743191595015
0.7025425206695448,0.7116417684841737
-0.3203699872867251,-0.9472924950858123
-0.2746501283476755,0.9615442303912002
0.0,1.0
-0.876546178027541,0.4813177721477885
0.05697471072171215,0.998375621866929
0.8817059362242052,0.47179936628507424
0.637757123953957,-0.7702375288480672
0.9908077837825899,-0.1352772545398248
0.08836868610400143,-0.9960878351411849
0.8509035245341184,0.5253219888177297
0.7451332645574127,0.6669156003948422
0.974597814527735,-0.22396227342515224
-0.9509952497844614,0.3092054897432934
-0.4369184558550588,0.8995011189171646
0.08836868610400143,-0.9960878351411849
-0.49219940693420144,-0.8704824776028639
0.8509035245341184,0.5253219888177297
0.41333655461409796,0.9105783286569843
0.8817059362242052,0.47179936628507424
-0.9821152233022118,-0.1882808757097934
-0.1760459464712114,0.9843819506325049
-0.4028311317253309,0.9152743191595015
0.7451332645574127,0.6669156003948422
0.03146951287482098,-0.9995047122247206
-0.9821152233022118,-0.1882808757097934
-0.23647374831915582,0.9716378782014874
0.8794514038041712,0.4759886851038296
-0.9743519217122131,-0.22502962617334937
-0.761118373641709,0.6486129981005622
-0.7009112227066716,-0.7132485246278738
-0.9300948780045254,0.36731936773024515
0.8794514038041712,0.4759886851038296
-0.7033269913577347,0.7108664735572194
0.7626833738110715,-0.646772039680258
0.7025425206695448,0.7116417684841737
-0.49946798650491414,0.8663323441132317
0.7942015020493116,-0.6076544858244834
-0.588457420582794,0.8085282086365599
-0.9199518383371621,-0.3920313956050918
-0.1760459464712114,0.9843819506325049
0.3214073744049866,-0.94694102228074
-0.9538258392620018,0.3003602309829611
0.8939966636005579,-0.4480736161291701
0.7451332645574127,0.6669156003948422
0.6379191713504432,0.7701033247711401
-0.9300948780045254,0.36731936773024515
0.08836868610400143,-0.9960878351411849
-0.355724991981217,-0.9345906751514071
-0.3203699872867251,-0.9472924950858123
0.7451332645574127,0.6669156003948422
0.7611930296055206,0.6485253824484968
0.9826808100531828,-0.18530630197923806
0.2354056539337423,0.9718972055191984
-0.1760459464712114,0.9843819506325049
0.48213343689188687,-0.8760977964992361
0.8939966636005579,-0.4480736161291701
-0.9905762790457074,0.13696216773971082
-0.9905762790457074,0.13696216773971082
-0.9512031346107599,-0.3085653848160299
-0.8700220895854249,-0.49301274185705457
0.9987499988213475,-0.04998439610876902
0.9903966011019788,-0.138255461106055
-0.1760459464712114,0.9843819506325049
-0.49219940693420144,-0.8704824776028639
-0.9971102842193544,-0.07596763194939196
-0.14969003308340262,-0.9887329740609897
-0.4369184558550588,0.8995011189171646
-0.32017789327785756,0.9473574386978512
-0.49219940693420144,-0.8704824776028639
0.7451332645574127,0.6669156003948422
0.8509035245341184,0.5253219888177297
-0.1256912377823315,0.9920694092374512
0.08836868610400143,-0.9960878351411849
-0.1760459464712114,0.9843819506325049
-0.9300948780045254,0.36731936773024515
0.950659257915633,0.31023696642937
-0.3203699872867251,-0.9472924950858123
-0.9300948780045254,0.36731936773024515
0.950659257915633,0.31023696642937
-0.7426884885330901,0.6696370726001019
0.7451332645574127,0.6669156003948422
0.8195912671068503,0.5729486494287143
-0.11968646624529879,0.992811739353294
0.8939966636005579,-0.4480736161291701
-0.6748281450194525,-0.7379749146750211
0.08836868610400143,-0.9960878351411849
0.637757123953957,-0.7702375288480672
0.08836868610400143,-0.9960878351411849
0.8509035245341184,0.5253219888177297
-0.8011526357338304,-0.5984600690578581
-0.3203699872867251,-0.9472924950858123
0.45856739520764944,0.8886596334100427
-0.05091399279024662,0.9987030416185557
-0.9268535936228587,-0.3754229827652972
0.9180748518097938,-0.3964070716756012
-0.9824489423190556,0.1865317016921497
-0.4028311317253309,0.9152743191595015
0.7906008392734927,0.6123318650372925
-0.9076545364135804,0.4197180512294514
0.1389839951656566,-0.9902946274153933
0.8817059362242052,0.47179936628507424
-0.8991018219074542,-0.43773955023814837
0.0,1.0
-0.5576795282976686,0.8300563497243364
0.8670137095108094,-0.4982842838383585
-0.1760459464712114,0.9843819506325049
0.7633839402317513,-0.6459450129819457
0.8509035245341184,0.5253219888177297
0.7451332645574127,0.6669156003948422
-0.9156448037551076,0.40198830002410585
-0.11968646624529879,0.992811739353294
0.08836868610400143,-0.9960878351411849
0.8509035245341184,0.5253219888177297
0.41333655461409796,0.9105783286569843
-0.9509952497844614,0.3092054897432934
0.8939966636005579,-0.4480736161291701
0.8939966636005579,-0.4480736161291701
-0.1760459464712114,0.9843819506325049
