Elevation_30m.tif,Slope_30m.tif,Curvature_30m.tif,Dis2stream_30m.tif,Dis2Roads_30m.tif,Rainfall_30m.tif,Stream_Density_30m.tif,SPI_30m.tif,TWI_30m.tif,LULC_30m.tif_2
1.5075078907857595,-0.816465481993484,-0.3196909289746327,-0.1705569545912394,-0.8569329388740223,-1.5498978791175173,-0.261876817642012,-1.207465025077824,-0.816465481993484,False
2.251187542173735,-1.391104504740234,-0.0277830598279855,0.4887628124808651,-0.1629166316150987,0.4515051952464425,-1.2044374138468723,-1.0993605538598603,-1.391104504740234,False
-0.723531063378168,0.480155592320793,-0.6115987981212824,2.243387278391844,3.719713859247976,-1.1179966926154787,-1.466900657867756,-1.2603458780394436,0.480155592320793,False
0.0201485880098078,1.1593875960232922,1.139848416758608,-0.6574532906021878,-0.3435238557270168,0.7189673403556325,-0.3398301264804381,-1.1311353241909063,1.1593875960232922,False
-0.35169123768418,1.8552026101419912,-1.4873224642830705,0.5478544683499227,0.7230716611916843,2.288123777233019,-1.0364732507208072,0.7747814606912766,1.8552026101419912,False
0.0201485880098078,-0.1708486010880753,-1.1954145364145794,0.0314097857932491,-0.3124770534055878,0.2248631126667904,-0.0103632431537815,-1.0932135986658382,-0.1708486010880753,False
1.5075078907857595,-1.4481678462838936,-0.6115987981212824,-0.6574532906021878,-0.8374959462672612,-0.873063199049215,0.3643361885731194,0.6176338165341078,-1.4481678462838936,False
0.7638282393977837,-1.2085232158090415,-0.0277830598279855,-0.8887277637402973,-0.1592094003563547,-1.3147463330474225,-0.6000537896781782,-0.9053059194748936,-1.2085232158090415,False
0.3919884137037958,0.2116184169422376,-0.9035066868418784,1.0623915251563882,-0.5905231762230482,2.083468119333915,-0.8680590906964732,0.6028297416798724,0.2116184169422376,False
-1.839050540460132,-0.0346783373137866,-1.7792303138557717,-0.8887277637402973,0.2205237340857872,-1.004610059366312,-0.1287672379001993,0.5293341488924702,-0.0346783373137866,False
-0.723531063378168,-0.2043360005604699,-0.3196909289746327,0.9931437424873102,-0.657196337680896,0.6410309745862909,-0.912368045802846,-1.2343314088849446,-0.2043360005604699,False
-0.723531063378168,-0.763742026137175,2.8912957490821896,2.119191498500188,-0.2018821315841265,0.7996673140001792,-1.466900657867756,0.9563656284630906,-0.763742026137175,False
1.5075078907857595,-0.8155473710622311,-0.3196909289746327,-0.1620483945893402,-0.8093269122752146,-0.7319530310989846,-0.2746065471532885,-1.2822448174711176,-0.8155473710622311,False
0.7638282393977837,-0.077993425522977,-0.3196909289746327,0.1097591379394439,-0.6965256214993303,-0.1143784996531655,-0.6421915527802853,-1.20170863365449,-0.077993425522977,False
1.5075078907857595,-0.8888984623687702,-1.1954145364145794,0.3277923460627581,1.9779457154764395,-0.7929273162522389,-0.6395160506099623,-1.153290043794856,-0.8888984623687702,False
0.3919884137037958,-1.213839181617408,0.8479405671859073,-0.6438548149122961,-0.9217582031050896,0.3800799246145753,-0.2750510744759966,-1.0993605538598603,-1.213839181617408,False
-0.723531063378168,0.2777115745833966,0.2641248093186615,-0.9001881484094669,1.0813651940626767,-1.3097613441579568,0.4253895034023439,1.2929914595277467,0.2777115745833966,False
0.0201485880098078,1.4513067396458428,0.2641248093186615,0.5683107272489222,-0.3996587832993343,-1.4794827246554472,-1.2794692617343284,0.761718795073073,1.4513067396458428,False
